               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.035029,            0.013498,            0.013686,             0.98187,                   1,               0.995,             0.81048,            0.013056,           0.0060929,           0.0011613,           0.0027235,           0.0027235,           0.0027235
                 149,            0.035716,            0.018215,           0.0089286,             0.98481,                   1,               0.995,             0.81605,            0.011054,            0.005923,           0.0011451,            0.002674,            0.002674,            0.002674
                 150,            0.029779,            0.014084,           0.0047266,             0.98481,                   1,               0.995,             0.81605,            0.011054,            0.005923,           0.0011451,           0.0026245,           0.0026245,           0.0026245
                 151,            0.032138,            0.016863,           0.0072183,             0.98626,                   1,               0.995,             0.81356,            0.014876,           0.0062618,           0.0011201,            0.002575,            0.002575,            0.002575
                 152,            0.036682,            0.013406,            0.015659,             0.98626,                   1,               0.995,             0.81356,            0.014876,           0.0062618,           0.0011201,           0.0025255,           0.0025255,           0.0025255
                 153,            0.033061,            0.014473,            0.013679,              0.9895,                   1,               0.995,             0.73349,            0.014901,           0.0063499,           0.0011198,            0.002476,            0.002476,            0.002476
                 154,            0.037309,            0.013574,           0.0056484,              0.9895,                   1,               0.995,             0.73349,            0.014901,           0.0063499,           0.0011198,           0.0024265,           0.0024265,           0.0024265
                 155,            0.035418,            0.013515,           0.0066047,             0.99113,                   1,               0.995,             0.87956,            0.010867,             0.00589,            0.001116,            0.002377,            0.002377,            0.002377
                 156,            0.037815,            0.014059,            0.006936,             0.99113,                   1,               0.995,             0.87956,            0.010867,             0.00589,            0.001116,           0.0023275,           0.0023275,           0.0023275
                 157,            0.026467,            0.013845,           0.0044315,             0.99285,             0.99986,               0.995,             0.84602,            0.011011,           0.0058874,           0.0010953,            0.002278,            0.002278,            0.002278
                 158,            0.025578,            0.012818,           0.0025019,             0.99285,             0.99986,               0.995,             0.84602,            0.011011,           0.0058874,           0.0010953,           0.0022285,           0.0022285,           0.0022285
                 159,            0.035748,            0.019306,           0.0049113,              0.9943,             0.99989,               0.995,             0.80845,            0.011079,           0.0059378,           0.0010766,            0.002179,            0.002179,            0.002179
                 160,            0.028819,            0.014214,           0.0050448,              0.9943,             0.99989,               0.995,             0.80845,            0.011079,           0.0059378,           0.0010766,           0.0021295,           0.0021295,           0.0021295
                 161,             0.02777,             0.01394,           0.0048071,             0.99423,                   1,               0.995,             0.84841,            0.010967,              0.0059,           0.0010735,             0.00208,             0.00208,             0.00208
                 162,            0.022581,            0.010828,           0.0041973,             0.99423,                   1,               0.995,             0.84841,            0.010967,              0.0059,           0.0010735,           0.0020305,           0.0020305,           0.0020305
                 163,            0.021963,            0.011567,           0.0052712,             0.99486,             0.99996,               0.995,             0.80256,            0.012675,           0.0060702,           0.0010707,            0.001981,            0.001981,            0.001981
                 164,            0.031279,            0.015987,           0.0067108,             0.99486,             0.99996,               0.995,             0.80256,            0.012675,           0.0060702,           0.0010707,           0.0019315,           0.0019315,           0.0019315
                 165,            0.020142,            0.011872,           0.0020188,             0.99537,                   1,               0.995,             0.84124,            0.011481,           0.0057133,           0.0010695,            0.001882,            0.001882,            0.001882
                 166,            0.029285,            0.011197,           0.0031561,             0.99537,                   1,               0.995,             0.84124,            0.011481,           0.0057133,           0.0010695,           0.0018325,           0.0018325,           0.0018325
                 167,            0.032523,            0.018567,           0.0058894,             0.99542,                   1,               0.995,             0.88469,           0.0094472,            0.005554,           0.0010807,            0.001783,            0.001783,            0.001783
                 168,            0.028912,            0.014742,           0.0055439,             0.99542,                   1,               0.995,             0.88469,           0.0094472,            0.005554,           0.0010807,           0.0017335,           0.0017335,           0.0017335
                 169,            0.024109,            0.013389,           0.0039302,             0.99439,                   1,               0.995,             0.87241,             0.01012,           0.0056149,           0.0010735,            0.001684,            0.001684,            0.001684
                 170,             0.03568,            0.012685,           0.0083898,             0.99439,                   1,               0.995,             0.87241,             0.01012,           0.0056149,           0.0010735,           0.0016345,           0.0016345,           0.0016345
                 171,            0.032485,            0.014437,           0.0062863,             0.99329,             0.99989,               0.995,             0.86949,            0.010835,           0.0057471,            0.001077,            0.001585,            0.001585,            0.001585
                 172,            0.020956,           0.0097678,           0.0035736,             0.99329,             0.99989,               0.995,             0.86949,            0.010835,           0.0057471,            0.001077,           0.0015355,           0.0015355,           0.0015355
                 173,              0.0293,            0.014598,           0.0042037,             0.99316,                   1,               0.995,             0.86763,            0.010213,            0.005535,           0.0010777,            0.001486,            0.001486,            0.001486
                 174,            0.026933,            0.013795,           0.0062628,             0.99316,                   1,               0.995,             0.86763,            0.010213,            0.005535,           0.0010777,           0.0014365,           0.0014365,           0.0014365
                 175,            0.026152,            0.015708,           0.0040398,             0.99301,                   1,               0.995,             0.89959,           0.0091055,           0.0053779,           0.0010583,            0.001387,            0.001387,            0.001387
                 176,            0.023211,           0.0089051,           0.0021822,             0.99301,                   1,               0.995,             0.89959,           0.0091055,           0.0053779,           0.0010583,           0.0013375,           0.0013375,           0.0013375
                 177,            0.030285,            0.013592,           0.0070467,             0.99166,                   1,               0.995,             0.89691,           0.0094767,           0.0053789,           0.0010524,            0.001288,            0.001288,            0.001288
                 178,            0.020734,             0.01059,            0.003399,             0.99166,                   1,               0.995,             0.89691,           0.0094767,           0.0053789,           0.0010524,           0.0012385,           0.0012385,           0.0012385
                 179,            0.022038,            0.010384,           0.0035155,             0.99055,                   1,               0.995,             0.87339,           0.0096378,           0.0053818,           0.0010521,            0.001189,            0.001189,            0.001189
                 180,            0.031514,            0.013056,           0.0092328,             0.99055,                   1,               0.995,             0.87339,           0.0096378,           0.0053818,           0.0010521,           0.0011395,           0.0011395,           0.0011395
                 181,            0.033861,             0.01696,           0.0083385,             0.99071,             0.99993,               0.995,             0.90982,           0.0090972,           0.0052528,           0.0010406,             0.00109,             0.00109,             0.00109
                 182,            0.017838,            0.012402,           0.0029933,             0.99071,             0.99993,               0.995,             0.90982,           0.0090972,           0.0052528,           0.0010406,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018696,           0.0093761,           0.0028766,             0.99048,             0.99988,               0.995,             0.86784,           0.0098529,           0.0052482,           0.0010358,            0.000991,            0.000991,            0.000991
                 184,            0.019891,            0.010636,           0.0025803,             0.99048,             0.99988,               0.995,             0.86784,           0.0098529,           0.0052482,           0.0010358,           0.0009415,           0.0009415,           0.0009415
                 185,            0.026119,            0.013077,           0.0048219,             0.99062,                   1,               0.995,             0.90453,           0.0088203,            0.005101,            0.001021,            0.000892,            0.000892,            0.000892
                 186,            0.028594,            0.013244,           0.0039093,             0.99062,                   1,               0.995,             0.90453,           0.0088203,            0.005101,            0.001021,           0.0008425,           0.0008425,           0.0008425
                 187,            0.034106,            0.013108,           0.0053426,             0.98977,                   1,               0.995,             0.90657,           0.0090516,           0.0051054,           0.0010098,            0.000793,            0.000793,            0.000793
                 188,            0.016217,            0.011759,           0.0045521,             0.98977,                   1,               0.995,             0.90657,           0.0090516,           0.0051054,           0.0010098,           0.0007435,           0.0007435,           0.0007435
                 189,            0.019625,            0.010172,           0.0024861,             0.98947,                   1,               0.995,             0.90242,           0.0089551,           0.0050983,          0.00099767,            0.000694,            0.000694,            0.000694
                 190,            0.025132,            0.013998,           0.0059229,             0.98947,                   1,               0.995,             0.90242,           0.0089551,           0.0050983,          0.00099767,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024913,            0.010761,           0.0045968,             0.98951,             0.99987,               0.995,             0.90011,           0.0087558,           0.0050526,          0.00098387,            0.000595,            0.000595,            0.000595
                 192,             0.02366,            0.010259,           0.0025532,             0.98951,             0.99987,               0.995,             0.90011,           0.0087558,           0.0050526,          0.00098387,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021514,            0.011537,           0.0038896,             0.98982,                   1,               0.995,             0.90867,           0.0087872,           0.0050348,          0.00097568,            0.000496,            0.000496,            0.000496
                 194,            0.022575,            0.014164,           0.0029949,             0.98982,                   1,               0.995,             0.90867,           0.0087872,           0.0050348,          0.00097568,           0.0004465,           0.0004465,           0.0004465
                 195,            0.029497,            0.014414,           0.0039614,             0.99009,                   1,               0.995,             0.89385,           0.0087409,           0.0050144,           0.0009663,            0.000397,            0.000397,            0.000397
                 196,             0.03055,             0.01475,            0.006262,             0.99009,                   1,               0.995,             0.89385,           0.0087409,           0.0050144,           0.0009663,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018561,            0.010928,           0.0033183,             0.99033,                   1,               0.995,             0.89888,           0.0085193,           0.0049785,          0.00096125,            0.000298,            0.000298,            0.000298
                 198,            0.024061,            0.011733,           0.0031166,             0.99033,                   1,               0.995,             0.89888,           0.0085193,           0.0049785,          0.00096125,           0.0002485,           0.0002485,           0.0002485
                 199,             0.02477,            0.012954,            0.005445,              0.9908,                   1,               0.995,             0.89891,           0.0084058,           0.0049423,          0.00096053,            0.000199,            0.000199,            0.000199
