               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.031832,            0.012762,           0.0023676,             0.88722,                   1,               0.945,             0.66269,            0.015305,           0.0056399,           0.0013012,            0.004819,            0.004819,            0.004819
                 159,             0.03462,             0.01391,           0.0025814,             0.82874,             0.99981,             0.92595,             0.71564,             0.01712,           0.0056483,           0.0012053,            0.004786,            0.004786,            0.004786
                 160,            0.035401,            0.016873,           0.0025706,             0.82874,             0.99981,             0.92595,             0.71564,             0.01712,           0.0056483,           0.0012053,            0.004753,            0.004753,            0.004753
                 161,            0.034189,            0.015099,           0.0024519,             0.90534,                   1,             0.97833,             0.76384,            0.014789,           0.0051658,           0.0011595,             0.00472,             0.00472,             0.00472
                 162,            0.034539,            0.012158,           0.0035683,             0.90534,                   1,             0.97833,             0.76384,            0.014789,           0.0051658,           0.0011595,            0.004687,            0.004687,            0.004687
                 163,            0.030107,            0.012689,           0.0031267,             0.97247,                   1,               0.995,             0.72363,             0.01629,           0.0055822,            0.001153,            0.004654,            0.004654,            0.004654
                 164,            0.034876,            0.012451,           0.0039949,             0.97247,                   1,               0.995,             0.72363,             0.01629,           0.0055822,            0.001153,            0.004621,            0.004621,            0.004621
                 165,            0.028137,            0.013906,           0.0020123,             0.97243,             0.99996,               0.995,             0.69512,            0.014715,           0.0056398,           0.0011162,            0.004588,            0.004588,            0.004588
                 166,            0.027456,            0.010754,            0.002212,             0.97243,             0.99996,               0.995,             0.69512,            0.014715,           0.0056398,           0.0011162,            0.004555,            0.004555,            0.004555
                 167,            0.032233,            0.011375,           0.0024946,             0.97163,                   1,               0.995,             0.66081,            0.015389,           0.0053983,           0.0010713,            0.004522,            0.004522,            0.004522
                 168,            0.032571,            0.012107,           0.0020474,             0.97163,                   1,               0.995,             0.66081,            0.015389,           0.0053983,           0.0010713,            0.004489,            0.004489,            0.004489
                 169,            0.033102,            0.011763,           0.0026749,             0.97116,                   1,               0.995,             0.80469,            0.011633,           0.0050824,           0.0010576,            0.004456,            0.004456,            0.004456
                 170,            0.026939,            0.013411,           0.0030009,             0.97116,                   1,               0.995,             0.80469,            0.011633,           0.0050824,           0.0010576,            0.004423,            0.004423,            0.004423
                 171,            0.028807,            0.013328,           0.0028042,             0.96816,                   1,               0.995,             0.81146,            0.011335,           0.0051621,           0.0010337,             0.00439,             0.00439,             0.00439
                 172,            0.027593,            0.010547,           0.0018832,             0.96816,                   1,               0.995,             0.81146,            0.011335,           0.0051621,           0.0010337,            0.004357,            0.004357,            0.004357
                 173,            0.024503,            0.012746,           0.0019776,             0.96638,                   1,               0.995,             0.79975,             0.01359,           0.0053842,           0.0010067,            0.004324,            0.004324,            0.004324
                 174,            0.030905,            0.014129,           0.0021307,             0.96638,                   1,               0.995,             0.79975,             0.01359,           0.0053842,           0.0010067,            0.004291,            0.004291,            0.004291
                 175,            0.034671,            0.013652,           0.0023685,             0.96746,             0.99989,               0.995,             0.81135,            0.012102,           0.0054538,          0.00099229,            0.004258,            0.004258,            0.004258
                 176,            0.027704,           0.0093977,           0.0023764,             0.96746,             0.99989,               0.995,             0.81135,            0.012102,           0.0054538,          0.00099229,            0.004225,            0.004225,            0.004225
                 177,            0.027977,            0.014738,           0.0020917,             0.97025,                   1,               0.995,             0.86563,            0.011951,           0.0054092,          0.00097155,            0.004192,            0.004192,            0.004192
                 178,            0.030004,           0.0090677,            0.001554,             0.97025,                   1,               0.995,             0.86563,            0.011951,           0.0054092,          0.00097155,            0.004159,            0.004159,            0.004159
                 179,            0.032358,            0.013438,           0.0022094,             0.97182,                   1,               0.995,             0.73503,            0.014009,           0.0055006,          0.00097059,            0.004126,            0.004126,            0.004126
                 180,            0.034578,            0.012322,           0.0026713,             0.97182,                   1,               0.995,             0.73503,            0.014009,           0.0055006,          0.00097059,            0.004093,            0.004093,            0.004093
                 181,            0.031325,            0.013115,           0.0018486,             0.97309,             0.99993,               0.995,             0.88225,            0.012137,           0.0052579,          0.00095665,             0.00406,             0.00406,             0.00406
                 182,            0.022844,            0.011441,           0.0016228,             0.97309,             0.99993,               0.995,             0.88225,            0.012137,           0.0052579,          0.00095665,            0.004027,            0.004027,            0.004027
                 183,            0.027712,            0.013432,           0.0023328,             0.90509,                   1,             0.97833,             0.82293,            0.011723,            0.005406,          0.00097846,            0.003994,            0.003994,            0.003994
                 184,            0.030176,            0.012052,           0.0017243,             0.90509,                   1,             0.97833,             0.82293,            0.011723,            0.005406,          0.00097846,            0.003961,            0.003961,            0.003961
                 185,            0.027574,            0.014028,           0.0018853,             0.97345,             0.99997,               0.995,             0.89756,            0.012401,           0.0051026,          0.00095814,            0.003928,            0.003928,            0.003928
                 186,            0.022457,           0.0089004,           0.0014108,             0.97345,             0.99997,               0.995,             0.89756,            0.012401,           0.0051026,          0.00095814,            0.003895,            0.003895,            0.003895
                 187,            0.028528,            0.012458,           0.0025818,             0.97044,             0.99983,               0.995,             0.80507,            0.011351,            0.005457,          0.00098183,            0.003862,            0.003862,            0.003862
                 188,            0.026637,            0.011737,           0.0017053,             0.97044,             0.99983,               0.995,             0.80507,            0.011351,            0.005457,          0.00098183,            0.003829,            0.003829,            0.003829
                 189,            0.031757,            0.012538,           0.0021847,             0.97108,              0.9998,               0.995,             0.87181,            0.013704,           0.0053767,          0.00096925,            0.003796,            0.003796,            0.003796
                 190,            0.027753,            0.014337,           0.0018098,             0.97108,              0.9998,               0.995,             0.87181,            0.013704,           0.0053767,          0.00096925,            0.003763,            0.003763,            0.003763
                 191,            0.028464,            0.012547,           0.0027045,              0.9691,                   1,               0.995,             0.80733,            0.012391,           0.0052857,          0.00098832,             0.00373,             0.00373,             0.00373
                 192,             0.03241,            0.012114,           0.0017393,              0.9691,                   1,               0.995,             0.80733,            0.012391,           0.0052857,          0.00098832,            0.003697,            0.003697,            0.003697
                 193,            0.030628,            0.013015,           0.0018537,             0.96894,             0.99981,               0.995,             0.91475,            0.010241,           0.0049538,          0.00098594,            0.003664,            0.003664,            0.003664
                 194,            0.027335,            0.013097,           0.0018634,             0.96894,             0.99981,               0.995,             0.91475,            0.010241,           0.0049538,          0.00098594,            0.003631,            0.003631,            0.003631
                 195,            0.030961,            0.013056,           0.0026721,             0.96347,             0.99987,               0.995,             0.75639,            0.011713,           0.0052553,           0.0010019,            0.003598,            0.003598,            0.003598
                 196,             0.02804,            0.011749,           0.0029632,             0.96347,             0.99987,               0.995,             0.75639,            0.011713,           0.0052553,           0.0010019,            0.003565,            0.003565,            0.003565
                 197,            0.025827,            0.011717,           0.0016153,             0.96327,             0.99992,               0.995,             0.85769,            0.012348,            0.005149,           0.0010088,            0.003532,            0.003532,            0.003532
                 198,             0.03403,            0.011664,           0.0020466,             0.96327,             0.99992,               0.995,             0.85769,            0.012348,            0.005149,           0.0010088,            0.003499,            0.003499,            0.003499
                 199,             0.02883,            0.011336,           0.0016562,             0.96221,                   1,               0.995,             0.73296,            0.013594,           0.0050982,           0.0010127,            0.003466,            0.003466,            0.003466
                 200,            0.026735,           0.0091196,           0.0017619,             0.96221,                   1,               0.995,             0.73296,            0.013594,           0.0050982,           0.0010127,            0.003433,            0.003433,            0.003433
                 201,            0.025375,            0.011023,           0.0016764,             0.96302,             0.99992,               0.995,             0.84166,           0.0098492,           0.0049076,           0.0010231,              0.0034,              0.0034,              0.0034
                 202,            0.023733,            0.011336,            0.001578,             0.96302,             0.99992,               0.995,             0.84166,           0.0098492,           0.0049076,           0.0010231,            0.003367,            0.003367,            0.003367
                 203,            0.030332,            0.010535,           0.0020852,             0.96048,                   1,               0.995,             0.83453,            0.011795,           0.0054476,           0.0010184,            0.003334,            0.003334,            0.003334
                 204,             0.02691,            0.014274,           0.0018269,             0.96048,                   1,               0.995,             0.83453,            0.011795,           0.0054476,           0.0010184,            0.003301,            0.003301,            0.003301
                 205,            0.023227,            0.013606,           0.0015891,             0.96464,             0.99999,               0.995,             0.85358,           0.0088355,           0.0051221,           0.0010094,            0.003268,            0.003268,            0.003268
                 206,            0.029563,            0.012961,           0.0026536,             0.96464,             0.99999,               0.995,             0.85358,           0.0088355,           0.0051221,           0.0010094,            0.003235,            0.003235,            0.003235
                 207,            0.025621,            0.013074,           0.0015545,             0.97012,                   1,               0.995,             0.79953,             0.01565,           0.0057018,          0.00099459,            0.003202,            0.003202,            0.003202
                 208,            0.024041,            0.012598,           0.0020836,             0.97012,                   1,               0.995,             0.79953,             0.01565,           0.0057018,          0.00099459,            0.003169,            0.003169,            0.003169
                 209,            0.022887,            0.010132,           0.0017096,             0.97243,             0.99995,               0.995,             0.90213,           0.0094264,           0.0051186,          0.00099219,            0.003136,            0.003136,            0.003136
                 210,            0.020203,            0.008466,           0.0027093,             0.97243,             0.99995,               0.995,             0.90213,           0.0094264,           0.0051186,          0.00099219,            0.003103,            0.003103,            0.003103
                 211,            0.021757,            0.011947,           0.0016696,             0.97535,                   1,               0.995,             0.79277,            0.014256,           0.0057216,          0.00097992,             0.00307,             0.00307,             0.00307
                 212,            0.026425,            0.012233,           0.0022249,             0.97535,                   1,               0.995,             0.79277,            0.014256,           0.0057216,          0.00097992,            0.003037,            0.003037,            0.003037
                 213,            0.028019,            0.012052,            0.001535,             0.97733,                   1,               0.995,             0.86226,           0.0091592,           0.0051755,          0.00097973,            0.003004,            0.003004,            0.003004
                 214,            0.028334,            0.010812,           0.0021494,             0.97733,                   1,               0.995,             0.86226,           0.0091592,           0.0051755,          0.00097973,            0.002971,            0.002971,            0.002971
                 215,            0.025828,            0.015148,           0.0025484,             0.97929,                   1,               0.995,              0.8676,           0.0099999,           0.0054621,          0.00098762,            0.002938,            0.002938,            0.002938
                 216,            0.023185,             0.01321,           0.0017591,             0.97929,                   1,               0.995,              0.8676,           0.0099999,           0.0054621,          0.00098762,            0.002905,            0.002905,            0.002905
                 217,            0.024307,             0.01042,           0.0021672,             0.98197,                   1,               0.995,             0.82749,            0.010104,            0.005316,          0.00097518,            0.002872,            0.002872,            0.002872
                 218,            0.026363,            0.010733,            0.001621,             0.98197,                   1,               0.995,             0.82749,            0.010104,            0.005316,          0.00097518,            0.002839,            0.002839,            0.002839
                 219,            0.028224,           0.0076999,           0.0012554,             0.98468,                   1,               0.995,               0.883,            0.010142,           0.0051757,          0.00094689,            0.002806,            0.002806,            0.002806
                 220,            0.029306,            0.013348,           0.0028287,             0.98468,                   1,               0.995,               0.883,            0.010142,           0.0051757,          0.00094689,            0.002773,            0.002773,            0.002773
                 221,            0.019372,            0.010922,           0.0012331,             0.98578,                   1,               0.995,             0.87371,           0.0083693,           0.0049982,          0.00094409,             0.00274,             0.00274,             0.00274
                 222,             0.02356,           0.0096843,           0.0017502,             0.98578,                   1,               0.995,             0.87371,           0.0083693,           0.0049982,          0.00094409,            0.002707,            0.002707,            0.002707
                 223,            0.021963,            0.010747,            0.001476,             0.98708,                   1,               0.995,             0.89746,           0.0089857,            0.005044,          0.00092088,            0.002674,            0.002674,            0.002674
                 224,            0.028318,           0.0094961,           0.0017014,             0.98708,                   1,               0.995,             0.89746,           0.0089857,            0.005044,          0.00092088,            0.002641,            0.002641,            0.002641
                 225,            0.019581,            0.011951,           0.0015936,             0.98765,             0.99997,               0.995,             0.86067,           0.0087893,           0.0049533,          0.00090058,            0.002608,            0.002608,            0.002608
                 226,            0.027649,             0.01185,           0.0019279,             0.98765,             0.99997,               0.995,             0.86067,           0.0087893,           0.0049533,          0.00090058,            0.002575,            0.002575,            0.002575
                 227,            0.025655,            0.013785,           0.0017206,             0.98822,             0.99998,               0.995,             0.91012,            0.008261,           0.0048038,          0.00087103,            0.002542,            0.002542,            0.002542
                 228,            0.027649,            0.011017,           0.0019674,             0.98822,             0.99998,               0.995,             0.91012,            0.008261,           0.0048038,          0.00087103,            0.002509,            0.002509,            0.002509
                 229,            0.022114,           0.0083282,           0.0017381,             0.98871,              0.9999,               0.995,               0.846,            0.011856,           0.0052107,          0.00086313,            0.002476,            0.002476,            0.002476
                 230,            0.022593,            0.011542,           0.0013184,             0.98871,              0.9999,               0.995,               0.846,            0.011856,           0.0052107,          0.00086313,            0.002443,            0.002443,            0.002443
                 231,            0.028691,            0.011212,            0.001559,             0.98851,                   1,               0.995,             0.89636,            0.008761,           0.0048087,          0.00084739,             0.00241,             0.00241,             0.00241
                 232,            0.022405,           0.0098797,           0.0014225,             0.98851,                   1,               0.995,             0.89636,            0.008761,           0.0048087,          0.00084739,            0.002377,            0.002377,            0.002377
                 233,            0.023776,            0.012918,           0.0014951,             0.98819,                   1,               0.995,              0.8535,           0.0096205,            0.005188,           0.0008409,            0.002344,            0.002344,            0.002344
                 234,            0.020113,            0.011994,            0.001398,             0.98819,                   1,               0.995,              0.8535,           0.0096205,            0.005188,           0.0008409,            0.002311,            0.002311,            0.002311
                 235,            0.019882,           0.0094041,           0.0014325,             0.98718,              0.9999,               0.995,             0.90211,           0.0084453,           0.0051835,          0.00083856,            0.002278,            0.002278,            0.002278
                 236,            0.021699,            0.011339,           0.0014137,             0.98718,              0.9999,               0.995,             0.90211,           0.0084453,           0.0051835,          0.00083856,            0.002245,            0.002245,            0.002245
                 237,            0.019075,           0.0096718,           0.0013508,             0.98612,                   1,               0.995,             0.88197,           0.0081768,           0.0050923,          0.00081893,            0.002212,            0.002212,            0.002212
                 238,             0.02535,             0.01106,           0.0025545,             0.98612,                   1,               0.995,             0.88197,           0.0081768,           0.0050923,          0.00081893,            0.002179,            0.002179,            0.002179
                 239,             0.02716,             0.01026,           0.0014328,             0.98575,                   1,               0.995,             0.88414,           0.0090591,           0.0050623,          0.00081236,            0.002146,            0.002146,            0.002146
                 240,            0.026055,           0.0090617,           0.0019571,             0.98575,                   1,               0.995,             0.88414,           0.0090591,           0.0050623,          0.00081236,            0.002113,            0.002113,            0.002113
                 241,            0.023282,            0.010808,            0.001344,             0.98399,             0.99999,               0.995,             0.89907,            0.007568,           0.0048037,          0.00079556,             0.00208,             0.00208,             0.00208
                 242,             0.02423,             0.01063,           0.0016025,             0.98399,             0.99999,               0.995,             0.89907,            0.007568,           0.0048037,          0.00079556,            0.002047,            0.002047,            0.002047
                 243,            0.023354,            0.011619,           0.0013064,             0.98245,                   1,               0.995,             0.90816,           0.0085837,           0.0047273,          0.00077947,            0.002014,            0.002014,            0.002014
                 244,            0.026304,            0.011483,           0.0022676,             0.98245,                   1,               0.995,             0.90816,           0.0085837,           0.0047273,          0.00077947,            0.001981,            0.001981,            0.001981
                 245,            0.020509,           0.0096082,           0.0012289,             0.98169,             0.99981,               0.995,             0.87653,           0.0083106,           0.0047725,          0.00076963,            0.001948,            0.001948,            0.001948
                 246,            0.022281,            0.012928,           0.0018471,             0.98169,             0.99981,               0.995,             0.87653,           0.0083106,           0.0047725,          0.00076963,            0.001915,            0.001915,            0.001915
                 247,            0.023145,            0.010062,           0.0018961,             0.98157,                   1,               0.995,             0.92435,           0.0074808,           0.0045664,          0.00075799,            0.001882,            0.001882,            0.001882
                 248,            0.026616,            0.011126,            0.001458,             0.98157,                   1,               0.995,             0.92435,           0.0074808,           0.0045664,          0.00075799,            0.001849,            0.001849,            0.001849
                 249,            0.023871,           0.0085036,           0.0022078,             0.98118,                   1,               0.995,             0.90415,           0.0080467,           0.0047304,          0.00075109,            0.001816,            0.001816,            0.001816
                 250,            0.023626,            0.010462,            0.001935,             0.98118,                   1,               0.995,             0.90415,           0.0080467,           0.0047304,          0.00075109,            0.001783,            0.001783,            0.001783
                 251,            0.015321,           0.0095934,           0.0014735,             0.98247,             0.99999,               0.995,             0.92557,            0.008248,           0.0046369,          0.00073731,             0.00175,             0.00175,             0.00175
                 252,            0.024178,            0.012017,           0.0015272,             0.98247,             0.99999,               0.995,             0.92557,            0.008248,           0.0046369,          0.00073731,            0.001717,            0.001717,            0.001717
                 253,            0.017118,            0.010032,           0.0011937,             0.98346,                   1,               0.995,             0.93749,           0.0076642,           0.0043465,          0.00072378,            0.001684,            0.001684,            0.001684
                 254,            0.028697,           0.0086565,           0.0022609,             0.98346,                   1,               0.995,             0.93749,           0.0076642,           0.0043465,          0.00072378,            0.001651,            0.001651,            0.001651
                 255,            0.029572,           0.0081901,           0.0039306,             0.98288,                   1,               0.995,             0.91042,           0.0071669,           0.0043868,          0.00071445,            0.001618,            0.001618,            0.001618
                 256,            0.024592,            0.010402,           0.0016258,             0.98288,                   1,               0.995,             0.91042,           0.0071669,           0.0043868,          0.00071445,            0.001585,            0.001585,            0.001585
                 257,            0.022151,            0.011503,           0.0012076,             0.98244,             0.99996,               0.995,             0.93899,           0.0066677,           0.0043071,          0.00070677,            0.001552,            0.001552,            0.001552
                 258,            0.020275,              0.0103,             0.00132,             0.98244,             0.99996,               0.995,             0.93899,           0.0066677,           0.0043071,          0.00070677,            0.001519,            0.001519,            0.001519
                 259,            0.020044,           0.0086289,           0.0011198,             0.98184,             0.99985,               0.995,             0.93334,           0.0069233,           0.0044198,          0.00069994,            0.001486,            0.001486,            0.001486
                 260,            0.026385,            0.010256,           0.0012543,             0.98184,             0.99985,               0.995,             0.93334,           0.0069233,           0.0044198,          0.00069994,            0.001453,            0.001453,            0.001453
                 261,            0.018963,           0.0098749,           0.0011162,             0.98146,                   1,               0.995,             0.93688,           0.0066175,           0.0044567,          0.00069266,             0.00142,             0.00142,             0.00142
                 262,            0.020489,            0.010593,           0.0011836,             0.98146,                   1,               0.995,             0.93688,           0.0066175,           0.0044567,          0.00069266,            0.001387,            0.001387,            0.001387
                 263,              0.0185,           0.0082557,           0.0012235,             0.98154,             0.99981,               0.995,             0.93434,           0.0071047,           0.0045183,          0.00068087,            0.001354,            0.001354,            0.001354
                 264,            0.023371,             0.01211,           0.0017428,             0.98154,             0.99981,               0.995,             0.93434,           0.0071047,           0.0045183,          0.00068087,            0.001321,            0.001321,            0.001321
                 265,            0.024759,           0.0081771,           0.0017396,             0.98151,                   1,               0.995,             0.92664,           0.0068115,           0.0045038,          0.00066596,            0.001288,            0.001288,            0.001288
                 266,            0.019936,            0.010443,           0.0011648,             0.98151,                   1,               0.995,             0.92664,           0.0068115,           0.0045038,          0.00066596,            0.001255,            0.001255,            0.001255
                 267,             0.02207,             0.01044,           0.0015449,             0.98143,                   1,               0.995,             0.95243,           0.0061319,           0.0043125,          0.00065247,            0.001222,            0.001222,            0.001222
                 268,             0.02101,             0.01094,           0.0014375,             0.98143,                   1,               0.995,             0.95243,           0.0061319,           0.0043125,          0.00065247,            0.001189,            0.001189,            0.001189
                 269,            0.022765,            0.010575,           0.0017104,             0.98081,                   1,               0.995,             0.93139,           0.0066267,            0.004435,          0.00063973,            0.001156,            0.001156,            0.001156
                 270,            0.023005,            0.011364,           0.0023932,             0.98081,                   1,               0.995,             0.93139,           0.0066267,            0.004435,          0.00063973,            0.001123,            0.001123,            0.001123
                 271,            0.020205,           0.0093089,           0.0011996,             0.98048,                   1,               0.995,             0.93446,           0.0061074,           0.0043654,          0.00063378,             0.00109,             0.00109,             0.00109
                 272,            0.022526,           0.0090517,           0.0021196,             0.98048,                   1,               0.995,             0.93446,           0.0061074,           0.0043654,          0.00063378,            0.001057,            0.001057,            0.001057
                 273,            0.023765,            0.011932,           0.0014502,             0.97994,                   1,               0.995,             0.95229,           0.0062147,           0.0044238,          0.00062387,            0.001024,            0.001024,            0.001024
                 274,            0.021743,             0.01107,           0.0015556,             0.97994,                   1,               0.995,             0.95229,           0.0062147,           0.0044238,          0.00062387,            0.000991,            0.000991,            0.000991
                 275,             0.01542,           0.0064736,          0.00095956,              0.9802,             0.99997,               0.995,             0.91745,           0.0062951,           0.0044791,          0.00061855,            0.000958,            0.000958,            0.000958
                 276,            0.019399,            0.011975,           0.0010556,              0.9802,             0.99997,               0.995,             0.91745,           0.0062951,           0.0044791,          0.00061855,            0.000925,            0.000925,            0.000925
                 277,            0.022991,             0.01179,           0.0016835,             0.97978,                   1,               0.995,             0.93241,           0.0059492,           0.0044963,          0.00061241,            0.000892,            0.000892,            0.000892
                 278,            0.020618,           0.0075535,           0.0013046,             0.97978,                   1,               0.995,             0.93241,           0.0059492,           0.0044963,          0.00061241,            0.000859,            0.000859,            0.000859
                 279,            0.018576,             0.01001,           0.0011154,             0.98075,             0.99996,               0.995,             0.94927,           0.0060758,            0.004546,          0.00060668,            0.000826,            0.000826,            0.000826
                 280,            0.018456,            0.009508,           0.0010626,             0.98075,             0.99996,               0.995,             0.94927,           0.0060758,            0.004546,          0.00060668,            0.000793,            0.000793,            0.000793
                 281,            0.022551,            0.012276,           0.0017975,             0.98103,                   1,               0.995,             0.93259,           0.0059515,           0.0044689,          0.00059794,             0.00076,             0.00076,             0.00076
                 282,            0.019702,            0.010023,           0.0012191,             0.98103,                   1,               0.995,             0.93259,           0.0059515,           0.0044689,          0.00059794,            0.000727,            0.000727,            0.000727
                 283,            0.019434,           0.0091941,           0.0011024,             0.98134,                   1,               0.995,             0.93246,           0.0059861,           0.0044245,          0.00059064,            0.000694,            0.000694,            0.000694
                 284,            0.017141,            0.007571,           0.0010624,             0.98134,                   1,               0.995,             0.93246,           0.0059861,           0.0044245,          0.00059064,            0.000661,            0.000661,            0.000661
                 285,            0.019179,            0.012106,           0.0010758,             0.98177,                   1,               0.995,             0.93269,           0.0060948,           0.0043864,          0.00058356,            0.000628,            0.000628,            0.000628
                 286,            0.022151,           0.0086654,           0.0011589,             0.98177,                   1,               0.995,             0.93269,           0.0060948,           0.0043864,          0.00058356,            0.000595,            0.000595,            0.000595
                 287,            0.018591,           0.0099855,           0.0013391,             0.98241,                   1,               0.995,             0.93753,           0.0061171,            0.004273,          0.00057853,            0.000562,            0.000562,            0.000562
                 288,             0.01843,            0.009694,           0.0015301,             0.98241,                   1,               0.995,             0.93753,           0.0061171,            0.004273,          0.00057853,            0.000529,            0.000529,            0.000529
                 289,            0.017341,             0.01046,           0.0010647,             0.98282,             0.99987,               0.995,             0.93755,           0.0060529,           0.0041876,          0.00057117,            0.000496,            0.000496,            0.000496
                 290,            0.017988,            0.011261,           0.0010775,             0.98282,             0.99987,               0.995,             0.93755,           0.0060529,           0.0041876,          0.00057117,            0.000463,            0.000463,            0.000463
                 291,            0.015444,            0.010863,           0.0010995,             0.98289,             0.99986,               0.995,             0.93966,           0.0061224,           0.0041658,          0.00056582,             0.00043,             0.00043,             0.00043
                 292,            0.014006,           0.0089641,           0.0010573,             0.98289,             0.99986,               0.995,             0.93966,           0.0061224,           0.0041658,          0.00056582,            0.000397,            0.000397,            0.000397
                 293,            0.019101,           0.0092545,           0.0010679,             0.98295,                   1,               0.995,             0.94559,           0.0059934,           0.0041517,          0.00056121,            0.000364,            0.000364,            0.000364
                 294,             0.01845,            0.010865,          0.00098778,             0.98295,                   1,               0.995,             0.94559,           0.0059934,           0.0041517,          0.00056121,            0.000331,            0.000331,            0.000331
                 295,            0.016735,           0.0093962,           0.0010131,             0.98332,                   1,               0.995,             0.94225,           0.0059942,           0.0041179,          0.00055801,            0.000298,            0.000298,            0.000298
                 296,            0.016155,           0.0079301,           0.0010406,             0.98332,                   1,               0.995,             0.94225,           0.0059942,           0.0041179,          0.00055801,            0.000265,            0.000265,            0.000265
                 297,            0.016499,           0.0093327,           0.0011632,             0.98373,                   1,               0.995,             0.95122,           0.0058929,           0.0040913,          0.00055398,            0.000232,            0.000232,            0.000232
                 298,            0.015428,           0.0074273,           0.0010237,             0.98373,                   1,               0.995,             0.95122,           0.0058929,           0.0040913,          0.00055398,            0.000199,            0.000199,            0.000199
                 299,            0.021588,           0.0097092,           0.0023119,             0.98404,             0.99991,               0.995,             0.95811,           0.0058397,           0.0040929,          0.00055339,            0.000166,            0.000166,            0.000166
